Quantum,50th,99th
1,76.29124206118286,288343.4992902591
5,41.752358105033636,113260.48178231902
10,69.53320467472076,137758.13147192728
20,98.9216851722449,127335.5204408355
50,362.8608178086579,208985.8957550805
100,1976.9854432372376,462306.6375095574
500,1346.013945236802,124558.91504982486
