Quantum,50th,99th
1,7.003641467541456,54035.461161375046
10,13.073555674869567,63030.80622925982
50,41.03745380230248,61216.92311382666
100,74.20018869452178,68153.05387261324
500,309.2146673705429,48428.661475248635
5000,1889.9341776501387,61213.9694347959
