Quantum,50th,99th
1,39.881153367459774,230.70950126461685
5,40.0535952616483,225.2832280145958
10,39.969815572723746,220.72209314629436
20,40.12601534742862,225.27169405668974
50,39.76952415984124,226.62997060571797
100,40.268158085644245,231.73531573824584
500,40.126767072826624,234.8376333923079
